name,unit,avg,count,max,min,std,sum,architectures,benchmarks,benchmarkStart,bots,builds,deviceIds,displayLabel,masters,memoryAmounts,osNames,osVersions,productVersions,stories,storysetRepeats,traceStart,traceUrls
timeToFirstContentfulPaint:gpu,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Paypal,1,2019-05-13 19:47:24,file:///home/ehsan/chromium/src/tools/perf/Paypal_2019-05-14_00-47-24_75676.html
timeToInteractive,ms,,0,-Infinity,Infinity,,0,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Live,0,2019-05-13 19:45:48,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-45-48_66596.html
cpuTimeToFirstMeaningfulPaint,ms,2006.343,1,2006.343,2006.343,0,2006.343,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Live,1,2019-05-13 19:48:51,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-48-51_24581.html
timeToFirstContentfulPaint:iframe_creation,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,4Chan,1,2019-05-13 19:48:14,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-48-14_36044.html
loadingMetric_duration,ms,87,1,87,87,0,87,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Trello,1,2019-05-13 19:46:27,file:///home/ehsan/chromium/src/tools/perf/Trello_2019-05-14_00-46-27_37430.html
cpuTimeToFirstMeaningfulPaint,ms,1128.525,1,1128.525,1128.525,0,1128.525,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Paypal,1,2019-05-13 19:47:24,file:///home/ehsan/chromium/src/tools/perf/Paypal_2019-05-14_00-47-24_75676.html
timeToFirstContentfulPaint:overhead,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Paypal,1,2019-05-13 19:47:24,file:///home/ehsan/chromium/src/tools/perf/Paypal_2019-05-14_00-47-24_75676.html
timeToInteractive,ms,,0,-Infinity,Infinity,,0,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Live,1,2019-05-13 19:48:51,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-48-51_24581.html
timeToFirstContentfulPaint:overhead,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,4Chan,1,2019-05-13 19:48:14,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-48-14_36044.html
timeToFirstContentfulPaint:resource_loading,ms,207.196,1,207.196,207.196,0,207.196,armeabi-v7a,loading.mobile,2019-05-13 19:43:25,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:43:25,,,android,M,,Paypal,0,2019-05-13 19:44:22,file:///home/ehsan/chromium/src/tools/perf/Paypal_2019-05-14_00-44-22_15936.html
